Parcel_ID,review,date,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,stories,add_mlbox,add_house,add_marker,add_Notvis,stsign_vis,streetligh,MIN_No,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_No,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,GeneralCon,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_None,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,lit_total,rec_id,ParcCount
M20 021,Allison Drew,6/20/2016,0 HWY 25 NORTH,no,833 HWY 25 North,no,single_family__no_garage,No,No,occupied,one,No,Yes,No,Yes,No,unsure,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,major_cleanup_,poor,Yes,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976846?fileme=communitymapuga/attachments/1466454404419.jpg,http://classic.o.io/api/v1/files/1976847?fileme=communitymapuga/attachments/1466454516582.jpg,http://classic.o.io/api/v1/files/1976845?fileme=communitymapuga/attachments/1466454526120.jpg,NA,-81.94887547,32.81091074,6,5,11,Dilapidated,2,NA,86c9f7b6-d242-43a7-9137-a6fcf58de432,1
M20 002,Allison Drew,6/20/2016,0 HWY 25 NORTH,no,1069 HWY 25 NORTH,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,No,unsure,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,overgrown__inc,poor,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976848?fileme=communitymapuga/attachments/1466454753005.jpg,NA,NA,NA,-81.94885572,32.81345494,10,5,15,Dilapidated,1,NA,e12bb7bf-319f-4eae-986d-20353cf4c1d6,1
M13 093A,Allison Drew,6/20/2016,227 ACADEMY AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976849?fileme=communitymapuga/attachments/1466447050179.jpg,http://classic.o.io/api/v1/files/1976850?fileme=communitymapuga/attachments/1466447059279.jpg,http://classic.o.io/api/v1/files/1976851?fileme=communitymapuga/attachments/1466447092367.jpg,NA,-81.94643905,32.80827184,0,0,0,Standard,0,NA,d9fa9bf6-b864-433b-b4b2-8f8c180c87c2,1
M13 098,Allison Drew,6/20/2016,613 VICTOR STREET,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976852?fileme=communitymapuga/attachments/1466447338417.jpg,http://classic.o.io/api/v1/files/1976853?fileme=communitymapuga/attachments/1466447346259.jpg,http://classic.o.io/api/v1/files/1976854?fileme=communitymapuga/attachments/1466447438213.jpg,NA,-81.94641497,32.80751381,0,0,0,Standard,1,NA,8fea18b0-5bd4-4808-b131-563fc58550e9,1
M13 098C,Allison Drew,6/20/2016,0 ACADEMY/VICTOR ST,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,satisfactory,fair,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976857?fileme=communitymapuga/attachments/1466447583881.jpg,http://classic.o.io/api/v1/files/1976856?fileme=communitymapuga/attachments/1466447596961.jpg,http://classic.o.io/api/v1/files/1976855?fileme=communitymapuga/attachments/1466447609827.jpg,NA,-81.94609215,32.80781818,5,3,8,Dilapidated,1,NA,2881af55-d1f6-4663-817a-f4d6c0c2accc,1
M13 097A,Allison Drew,6/20/2016,710 VICTOR STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976859?fileme=communitymapuga/attachments/1466447750644.jpg,http://classic.o.io/api/v1/files/1976860?fileme=communitymapuga/attachments/1466447767078.jpg,http://classic.o.io/api/v1/files/1976858?fileme=communitymapuga/attachments/1466447788129.jpg,NA,-81.94598571,32.80835178,4,2,6,Dilapidated,0,NA,97f5e123-40d9-4621-9241-45c41a6c03e9,1
M13 097C,Allison Drew,6/20/2016,0 VICTOR STREET,no,Unknown,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,overgrown__inc,poor,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976862?fileme=communitymapuga/attachments/1466448047843.jpg,http://classic.o.io/api/v1/files/1976863?fileme=communitymapuga/attachments/1466448064195.jpg,http://classic.o.io/api/v1/files/1976861?fileme=communitymapuga/attachments/1466448095993.jpg,NA,-81.94599039,32.80870912,6,4,10,Dilapidated,1,NA,2dfd30a2-6151-4951-8d86-b6bce463ce29,1
M13 095,Allison Drew,6/20/2016,0 VICTOR STREET,no,753 Victor Street,yes,mobile_home_single_parcels,No,No,vacant_unoccup,one,No,Yes,No,No,Yes,one_two,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,major_cleanup_,poor,No,Yes,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1976867?fileme=communitymapuga/attachments/1466448290814.jpg,http://classic.o.io/api/v1/files/1976866?fileme=communitymapuga/attachments/1466448299781.jpg,http://classic.o.io/api/v1/files/1976865?fileme=communitymapuga/attachments/1466448326279.jpg,NA,-81.94663691,32.80907784,6,5,11,Dilapidated,1,NA,327a669b-3a2b-4c75-8232-d45d382479a6,1
M13 093C,Allison Drew,6/20/2016,0 VICTOR STREET,no,121 Victor Street,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976876?fileme=communitymapuga/attachments/1466448622457.jpg,http://classic.o.io/api/v1/files/1976875?fileme=communitymapuga/attachments/1466448634190.jpg,http://classic.o.io/api/v1/files/1976874?fileme=communitymapuga/attachments/1466448646340.jpg,NA,-81.94658841,32.80875831,0,0,0,Standard,0,NA,34e3d6b3-eddb-4971-b06f-97a1c79bb65e,1
M13 117,Allison Drew,6/20/2016,619 OLD WAYNESBORO ROAD,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,unsure,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976879?fileme=communitymapuga/attachments/1466448967655.jpg,http://classic.o.io/api/v1/files/1976878?fileme=communitymapuga/attachments/1466448974921.jpg,http://classic.o.io/api/v1/files/1976877?fileme=communitymapuga/attachments/1466448991821.jpg,NA,-81.94760169,32.80745929,0,0,0,Standard,0,NA,31550bda-c768-40ad-9526-d56a5c1b25f6,1
M13 118,Allison Drew,6/20/2016,0 OLD WAYNESBORO ROAD,no,613 Old Waynesboro Road,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,three_four,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976882?fileme=communitymapuga/attachments/1466449253323.jpg,http://classic.o.io/api/v1/files/1976881?fileme=communitymapuga/attachments/1466449273805.jpg,http://classic.o.io/api/v1/files/1976880?fileme=communitymapuga/attachments/1466449285922.jpg,NA,-81.9476235,32.80729064,7,3,10,Dilapidated,0,NA,33f62e7c-5a45-49bb-b0cb-efc40938ef27,1
M13 120,Allison Drew,6/20/2016,0 OLD WAYNESBORO ROAD,no,543 Old Waynesboro Road,yes,single_family__no_garage,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,major_cleanup_,poor,No,No,Yes,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1976883?fileme=communitymapuga/attachments/1466449560877.jpg,http://classic.o.io/api/v1/files/1976885?fileme=communitymapuga/attachments/1466449575747.jpg,http://classic.o.io/api/v1/files/1976884?fileme=communitymapuga/attachments/1466449585695.jpg,NA,-81.947541,32.80703031,4,2,6,Dilapidated,1,NA,61116d9a-2c20-4f4a-b167-71715a26b3ad,1
M13 126,Allison Drew,6/20/2016,0 DREXEL AVENUE,no,558 HWY 25 North,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,unsure,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,needs_to_be_mo,fair,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1976886?fileme=communitymapuga/attachments/1466450114503.jpg,http://classic.o.io/api/v1/files/1976888?fileme=communitymapuga/attachments/1466450120638.jpg,http://classic.o.io/api/v1/files/1976889?fileme=communitymapuga/attachments/1466450146172.jpg,http://classic.o.io/api/v1/files/1976887?fileme=communitymapuga/attachments/1466450155322.jpg,-81.94814823,32.80671498,6,3,9,Dilapidated,1,NA,d24fca9b-b443-4736-93c2-3da2293943d5,1
M19 003,K,6/20/2016,1269 HWY 25 NORTH,yes,NA,yes,single_family_det_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,overgrown__inc,good,Yes,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979601?fileme=communitymapuga/attachments/1466443866545.jpg,http://classic.o.io/api/v1/files/1979603?fileme=communitymapuga/attachments/1466443893661.jpg,http://classic.o.io/api/v1/files/1979602?fileme=communitymapuga/attachments/1466443946030.jpg,NA,-81.94862467,32.81682383,3,1,4,Substandard,2,NA,135e797f-1d18-4774-b5a0-d9b837df5f37,1
M13 088,K,6/20/2016,740 OLD WAYNESBORO ROAD,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,satisfactory,poor,No,No,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1979604?fileme=communitymapuga/attachments/1466445060530.jpg,http://classic.o.io/api/v1/files/1979605?fileme=communitymapuga/attachments/1466445072727.jpg,http://classic.o.io/api/v1/files/1979606?fileme=communitymapuga/attachments/1466445111044.jpg,NA,-81.94708496,32.80914076,1,4,5,Dilapidated,0,NA,1ee04bc9-4155-450e-b1a1-b51321c0aacf,1
M23 093,Allison Drew,6/20/2016,220 WARREN STREET,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,unsure,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979609?fileme=communitymapuga/attachments/1466434551927.jpg,http://classic.o.io/api/v1/files/1979607?fileme=communitymapuga/attachments/1466434569127.jpg,http://classic.o.io/api/v1/files/1979608?fileme=communitymapuga/attachments/1466434581208.jpg,NA,-81.95296701,32.80263264,5,1,6,Dilapidated,0,NA,dbd89cab-ab6b-40d4-b06d-1c9ec2f79d7a,1
M13 093,K,6/20/2016,219 ACADEMY AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,overgrown__inc,poor,No,Yes,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1979610?fileme=communitymapuga/attachments/1466446573708.jpg,http://classic.o.io/api/v1/files/1979612?fileme=communitymapuga/attachments/1466446590273.jpg,http://classic.o.io/api/v1/files/1979611?fileme=communitymapuga/attachments/1466446735508.jpg,NA,-81.94668282,32.80827356,1,3,4,Dilapidated,1,NA,9dc5203e-883d-4fc1-a068-1e54185be1e0,1
M13 111,Allison Drew,6/20/2016,733 OLD WAYNESBORO ROAD,yes,NA,yes,single_family_det_garage,No,No,occupied,one,No,Yes,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979615?fileme=communitymapuga/attachments/1466445366512.jpg,http://classic.o.io/api/v1/files/1979613?fileme=communitymapuga/attachments/1466445377712.jpg,http://classic.o.io/api/v1/files/1979614?fileme=communitymapuga/attachments/1466445389680.jpg,NA,-81.94802334,32.80905051,0,0,0,Standard,0,NA,a6d2c51c-1d11-4fb3-a3c7-e2dc79ceab59,1
M23 081,Allison Drew,6/20/2016,0 LINCOLN STREET,no,Unknown,no,single_family__no_garage,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,one_two,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979620?fileme=communitymapuga/attachments/1466436884644.jpg,http://classic.o.io/api/v1/files/1979621?fileme=communitymapuga/attachments/1466436915246.jpg,http://classic.o.io/api/v1/files/1979622?fileme=communitymapuga/attachments/1466436942592.jpg,NA,-81.95258716,32.80331734,5,4,9,Dilapidated,0,NA,3d134d42-ed23-4e01-a2bf-b86ed42e4ca5,1
M23 082,Allison Drew,6/20/2016,239 LINCOLN STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979628?fileme=communitymapuga/attachments/1466437096178.jpg,http://classic.o.io/api/v1/files/1979626?fileme=communitymapuga/attachments/1466437149197.jpg,http://classic.o.io/api/v1/files/1979627?fileme=communitymapuga/attachments/1466437176132.jpg,NA,-81.95259148,32.80318,1,0,1,Standard,0,NA,66325765-5473-47ab-aea0-c72bac4555cd,1
M13 092,Allison Drew,6/20/2016,0 ACADEMY AVENUE,no,211 Academy Ave,yes,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979631?fileme=communitymapuga/attachments/1466446285797.jpg,http://classic.o.io/api/v1/files/1979629?fileme=communitymapuga/attachments/1466446306177.jpg,http://classic.o.io/api/v1/files/1979630?fileme=communitymapuga/attachments/1466446344011.jpg,NA,-81.94692515,32.80823244,3,0,3,Substandard,0,NA,b2bcd3fc-4d3c-4567-94ac-c5b875dc5d84,1
M23 083,Allison Drew,6/20/2016,233 LINCOLN STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1979638?fileme=communitymapuga/attachments/1466437383624.jpg,http://classic.o.io/api/v1/files/1979637?fileme=communitymapuga/attachments/1466437401760.jpg,http://classic.o.io/api/v1/files/1979636?fileme=communitymapuga/attachments/1466437415328.jpg,http://classic.o.io/api/v1/files/1979639?fileme=communitymapuga/attachments/1466437433431.jpg,-81.95259627,32.80304241,4,3,7,Dilapidated,0,NA,a8cb7261-565b-4688-92b4-61e3cfbf5df9,1
M23 087,Allison Drew,6/20/2016,213 LINCOLN STREET,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,three_four,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,overgrown__inc,poor,No,No,Yes,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1979645?fileme=communitymapuga/attachments/1466438478134.jpg,http://classic.o.io/api/v1/files/1979646?fileme=communitymapuga/attachments/1466438485366.jpg,http://classic.o.io/api/v1/files/1979647?fileme=communitymapuga/attachments/1466438514029.jpg,NA,-81.95260723,32.80249235,11,7,18,Dilapidated,1,NA,c11dd396-baaf-48e6-a94c-58dc421ede66,1
M18 041,Pam,6/21/2016,213 7TH AVENUE,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,No,No,Yes,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,Good shape,http://classic.o.io/api/v1/files/1982322?fileme=communitymapuga/attachments/1466515668518.jpg,NA,NA,NA,-81.94619082,32.81505991,0,0,0,Standard,0,NA,21c3dc6c-99b8-4d8d-99c7-586c6220c4a9,1
M18 018,M18,6/21/2016,1325 RAILROAD STREET,no,Don't t know,yes,single_family_att_garage,No,No,occupied,one,No,No,No,Yes,Yes,unsure,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,major_cleanup_,poor,No,No,Yes,No,No,Yes,No,None,http://classic.o.io/api/v1/files/1982323?fileme=communitymapuga/attachments/1466516040329.jpg,NA,NA,NA,-81.94550754,32.81547559,1,2,3,Dilapidated,1,NA,cf1084a4-816b-4b47-ad2c-132a08eb80d2,1
M18 017,Pam,6/21/2016,0 RAILROAD STREET,no,Vacant lot,no,vacant,No,No,vacant_unoccup,NA,No,No,No,Yes,Yes,four_plus,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,needs_to_be_mo,No,No,No,No,No,No,No,Yes,Vacant lot,http://classic.o.io/api/v1/files/1982324?fileme=communitymapuga/attachments/1466516240181.jpg,NA,NA,NA,-81.94550023,32.81561291,0,0,0,Standard,0,NA,ddfbcda8-d968-4f81-996b-1c924f3099e0,1
M18 024,Pam,6/21/2016,0 RAILROAD STREET,no,1345 Railroad Ext.,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,Yes,four_plus,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982325?fileme=communitymapuga/attachments/1466516568188.jpg,NA,NA,NA,-81.94584939,32.8159073,5,0,5,Dilapidated,0,NA,6473a2ca-4a64-4e2b-bb20-9cf31f45b3fd,1
M18 028,Pam,6/21/2016,1365 RAILROAD STREET,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,No,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,satisfactory,poor,No,No,Yes,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1982326?fileme=communitymapuga/attachments/1466516909137.jpg,NA,NA,NA,-81.94581817,32.81645647,0,5,5,Dilapidated,1,NA,340a8162-7d17-4cd6-b30f-21ce4508e390,1
M18 030,Pam,6/21/2016,1379 RAILROAD STREET,no,Unsure,yes,single_family_att_garage,No,No,occupied,one,No,No,No,Yes,No,four_plus,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982327?fileme=communitymapuga/attachments/1466517218104.jpg,NA,NA,NA,-81.94580256,32.81673105,0,0,0,Standard,0,NA,a223d732-993c-4944-824d-4eae83090d1f,1
M18 032A,Page,6/21/2016,0 RAILROAD STREET,no,Address unknown,yes,mobile_home_single_parcels,No,No,vacant_unoccup,one,No,No,No,Yes,No,four_plus,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,overgrown__inc,poor,No,No,No,No,No,No,Yes,Overgrown,http://classic.o.io/api/v1/files/1982328?fileme=communitymapuga/attachments/1466517700590.jpg,NA,NA,NA,-81.94578695,32.81700564,2,1,3,Substandard,0,NA,44b99605-6850-4b00-a901-5833d39a5848,1
M18 005,Pam,6/21/2016,1399 RAILROAD STREET,no,Unsure,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,No,four_plus,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982329?fileme=communitymapuga/attachments/1466518010399.jpg,NA,NA,NA,-81.94540822,32.81753607,2,0,2,Substandard,0,NA,6b57b9cb-ca4c-44e4-91ce-af6d0116dd7f,1
M18 002,Pam,6/21/2016,0 HWY 25 NORTH,no,Unknown,no,vacant,No,No,vacant_unoccup,NA,No,No,No,Yes,Yes,four_plus,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,needs_to_be_mo,No,No,No,No,No,No,No,Yes,Vacant lot,NA,NA,NA,NA,-81.94557372,32.81842526,0,0,0,Standard,0,NA,99e7e763-ffb6-44f1-9110-9b4cce8828e1,1
M20 103,Mandy,6/21/2016,410 MCCOMB DRIVE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982333?fileme=communitymapuga/attachments/1466522154128.jpg,http://classic.o.io/api/v1/files/1982332?fileme=communitymapuga/attachments/1466522164341.jpg,http://classic.o.io/api/v1/files/1982331?fileme=communitymapuga/attachments/1466522218629.jpg,NA,-81.95343837,32.81049436,0,0,0,Standard,0,NA,ba9dda41-fc1e-4294-b7f4-d9bed40eb167,1
M18 011,Pam,6/21/2016,1363 RAILROAD STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,four_plus,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,needs_to_be_mo,fair,No,No,Yes,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1982339?fileme=communitymapuga/attachments/1466518648571.jpg,NA,NA,NA,-81.94545792,32.81643687,2,1,3,Substandard,1,NA,0369b839-a6c5-4288-9679-96946635e502,1
M18 021,Pam,6/21/2016,0 RAILROAD STREET,no,Unknown,no,single_family__no_garage,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,four_plus,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,major_cleanup_,poor,No,Yes,Yes,No,No,Yes,No,Overgrown vacant house,http://classic.o.io/api/v1/files/1982342?fileme=communitymapuga/attachments/1466519075275.jpg,NA,NA,NA,-81.9458728,32.81549542,1,4,5,Dilapidated,2,NA,dcba4624-eddd-4baf-9d07-36947529151f,1
M20 031,Pam,6/21/2016,311 MCCOMB DRIVE,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982343?fileme=communitymapuga/attachments/1466519706180.jpg,NA,NA,NA,-81.95195309,32.81084497,0,0,0,Standard,0,NA,8ba9a29e-94a7-4ee6-be98-898337a7469d,1
M20 067,Mandy,6/21/2016,506 MAE COURT,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982346?fileme=communitymapuga/attachments/1466523270660.jpg,http://classic.o.io/api/v1/files/1982348?fileme=communitymapuga/attachments/1466523281883.jpg,http://classic.o.io/api/v1/files/1982347?fileme=communitymapuga/attachments/1466523303215.jpg,NA,-81.95508326,32.81101008,1,0,1,Standard,0,NA,958a5c65-4b37-412a-8a7e-c77dfcdbaf84,1
M20 055,Mandy,6/21/2016,0 JOSH DRIVE,no,401 Mae court,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,overgrown__inc,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1982351?fileme=communitymapuga/attachments/1466523704869.jpg,http://classic.o.io/api/v1/files/1982350?fileme=communitymapuga/attachments/1466523722064.jpg,NA,NA,-81.95346206,32.81184681,0,1,1,Substandard,0,NA,c91b69ff-1fb3-4231-a922-42221d23c050,1
M20 087,Katherine,6/21/2016,1260 JEANETTE DRIVE,yes,NA,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,four_plus,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,satisfactory,fair,No,No,Yes,Yes,No,No,No,No,http://classic.o.io/api/v1/files/1982353?fileme=communitymapuga/attachments/1466532929349.jpg,http://classic.o.io/api/v1/files/1982354?fileme=communitymapuga/attachments/1466532940014.jpg,http://classic.o.io/api/v1/files/1982352?fileme=communitymapuga/attachments/1466532947982.jpg,NA,-81.9553879,32.81479104,4,3,7,Dilapidated,1,NA,7545339e-4fdd-4ef9-9be5-9a3876203a46,1
M20 070,M20,6/21/2016,606 JENNIFER LANE,no,Unknown,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,No visible address. Yard overgrown.,http://classic.o.io/api/v1/files/1982368?fileme=communitymapuga/attachments/1466530675284.jpg,http://classic.o.io/api/v1/files/1982370?fileme=communitymapuga/attachments/1466530696139.jpg,http://classic.o.io/api/v1/files/1982369?fileme=communitymapuga/attachments/1466530769587.jpg,NA,-81.9560662,32.81109959,0,0,0,Standard,0,NA,b4efb5f0-9345-42d5-94b8-ebea7a599dcc,1
