Parcel_ID,review,date,address,add_ver,add_rev,add_corr,proptype,units,othertype,propstatus,stories,add_mlbox,add_house,add_marker,add_Notvis,stsign_vis,streetligh,MIN_No,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_STEPS,MIN_PORCH,MIN_SKIRT,MIN_RAILS,MAJ_No,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_SKIRT,Yard,GeneralCon,sidewalks,trees,junk,lit_ditch,lit_yard,lit_officials,lit_None,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,lit_total,rec_id,ParcCount
M13 005,Art,6/22/2016,0 PLUM AVENUE,no,901 Old Waynesboro Road,no,other,No,Dilapidated abandoned buildind,vacant_unoccup,one,No,No,No,Yes,Yes,three_four,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,major_cleanup_,poor,No,No,Yes,No,Yes,No,No,Uninhabitable Supposed to be demolished,http://classic.o.io/api/v1/files/1986961?fileme=communitymapuga/attachments/1466617265707.jpg,http://classic.o.io/api/v1/files/1986962?fileme=communitymapuga/attachments/1466617319732.jpg,http://classic.o.io/api/v1/files/1986960?fileme=communitymapuga/attachments/1466617369751.jpg,NA,-81.94133897,32.80835878,6,2,8,Dilapidated,1,NA,b3668f93-4428-46f9-9f25-a363f5b3c0ca,2
M13 061,Art,6/22/2016,215 BOOKER AVENUE,no,245 Booker Street,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986973?fileme=communitymapuga/attachments/1466620564245.jpg,NA,NA,NA,-81.94589136,32.81163899,1,0,1,Standard,1,NA,3d92bf96-a242-4e79-8da8-15a88eb0535f,2
M13 085,Art,6/22/2016,218 GRANT AVENUE,yes,NA,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,three_four,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986978?fileme=communitymapuga/attachments/1466618672229.jpg,NA,NA,NA,-81.94649133,32.81021044,1,0,1,Standard,0,NA,978eba35-155c-465c-abbb-acbc3be2d7c7,2
M13 061,Art,6/22/2016,215 BOOKER AVENUE,no,Or241. Booker Street,yes,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986979?fileme=communitymapuga/attachments/1466621051332.jpg,NA,NA,NA,-81.94564386,32.81136444,2,1,3,Substandard,0,NA,d32ce7a7-8a39-4d82-8345-cbfc4976e48a,2
M13 047,Art,6/22/2016,0 NORTH AVENUE,no,Not known,yes,single_family__no_garage,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,one_two,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1986984?fileme=communitymapuga/attachments/1466621708964.jpg,http://classic.o.io/api/v1/files/1986985?fileme=communitymapuga/attachments/1466621756576.jpg,NA,NA,-81.94527198,32.81170802,5,2,7,Dilapidated,0,NA,67e4f106-436f-4783-8a8d-4265448731a2,2
M13 047,K,6/22/2016,0 NORTH AVENUE,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,satisfactory,poor,No,Yes,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987014?fileme=communitymapuga/attachments/1466621618253.jpg,http://classic.o.io/api/v1/files/1987016?fileme=communitymapuga/attachments/1466621638620.jpg,http://classic.o.io/api/v1/files/1987015?fileme=communitymapuga/attachments/1466621663153.jpg,NA,-81.94517543,32.81140621,1,5,6,Dilapidated,2,NA,6c77fec0-60ae-4d17-a059-7115081ba3b1,2
M13 070,Mandy,6/22/2016,0 BOOKER AVENUE,no,Unknown,yes,vacant,No,No,unknown,NA,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,major_cleanup_,No,No,No,Yes,No,No,Yes,No,Foundation only,http://classic.o.io/api/v1/files/1987313?fileme=communitymapuga/attachments/1466623264891.jpg,http://classic.o.io/api/v1/files/1987312?fileme=communitymapuga/attachments/1466623275720.jpg,NA,NA,-81.94621813,32.81086737,0,0,0,Standard,1,NA,8bdf3ad7-3076-44e4-898f-c478b6a5c71e,2
M13 070,Pam,6/22/2016,0 BOOKER AVENUE,no,Unknown,yes,other,No,Club house,unknown,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,Yes,No,Yes,No,No,"New build , needs clean up in yard",http://classic.o.io/api/v1/files/1987322?fileme=communitymapuga/attachments/1466623350261.jpg,NA,NA,NA,-81.94618428,32.81081998,0,0,0,Standard,1,NA,0bd3df1b-14e4-45c8-aad5-5a3ff43e7f7d,2
M22 011,Mandy,6/22/2016,0 W ATWELL AVENUE,no,Unknown,no,vacant,No,No,unknown,NA,No,No,No,Yes,Yes,unsure,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,satisfactory,No,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987323?fileme=communitymapuga/attachments/1466624500825.jpg,NA,NA,NA,-81.94952544,32.80499875,0,0,0,Standard,1,NA,cd6df6a1-11a7-4c56-ab39-30f9682108ca,3
M22 011,Mandy,6/22/2016,0 W ATWELL AVENUE,no,412 gilmer street,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,Older house but Not bad shape.,http://classic.o.io/api/v1/files/1987327?fileme=communitymapuga/attachments/1466625130560.jpg,http://classic.o.io/api/v1/files/1987328?fileme=communitymapuga/attachments/1466625150360.jpg,NA,NA,-81.94973143,32.80517123,0,0,0,Standard,0,NA,f295602b-4d7b-43c0-a20d-4805359f53cc,3
M22 011,Pam,6/22/2016,0 W ATWELL AVENUE,no,Unknown,yes,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,major_cleanup_,poor,Yes,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987338?fileme=communitymapuga/attachments/1466624713435.jpg,http://classic.o.io/api/v1/files/1987337?fileme=communitymapuga/attachments/1466624721890.jpg,NA,NA,-81.94985923,32.80486181,2,0,2,Substandard,2,NA,7c91e1f6-12b9-4aa3-8937-3448f7bc1264,3
M22 029C,Pam,6/22/2016,311 PALMER ROW,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987356?fileme=communitymapuga/attachments/1466626489765.jpg,NA,NA,NA,-81.95149123,32.80499488,0,0,0,Standard,0,NA,65f3fb64-291a-45ee-9638-164f3eed617d,2
M22 029C,Pam,6/22/2016,311 PALMER ROW,yes,NA,yes,mobile_home_mult_parcels,No,No,unknown,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,Second house(mobilehome) on lot,http://classic.o.io/api/v1/files/1987357?fileme=communitymapuga/attachments/1466626639527.jpg,NA,NA,NA,-81.9516764,32.80490368,0,0,0,Standard,0,NA,a36a3f50-4953-4068-bfe1-db0040e309a9,2
M08 004,Test,6/6/2016,617 WALNUT STREET,yes,NA,yes,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,satisfactory,good,No,No,Yes,No,No,Yes,No,W,http://classic.o.io/api/v1/files/1987370?fileme=communitymapuga/attachments/1465238605307.jpg,NA,http://classic.o.io/api/v1/files/1987371?fileme=communitymapuga/attachments/1465238645983.jpg,NA,-81.93539821,32.80974877,1,1,2,Substandard,1,NA,c0672a4f-3881-4fcb-9d48-19d48fd62c74,2
M22 041,Mandy,6/22/2016,0 W WINTHROPE AVENUE,no,Palmer row,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987374?fileme=communitymapuga/attachments/1466627426779.jpg,http://classic.o.io/api/v1/files/1987375?fileme=communitymapuga/attachments/1466627483406.jpg,NA,NA,-81.95251392,32.80468087,1,0,1,Standard,0,NA,4734c8f7-b0bd-43d3-a23c-96121fc856fa,3
M22 041,Mandy,6/22/2016,0 W WINTHROPE AVENUE,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987384?fileme=communitymapuga/attachments/1466627780440.jpg,http://classic.o.io/api/v1/files/1987382?fileme=communitymapuga/attachments/1466627801208.jpg,http://classic.o.io/api/v1/files/1987383?fileme=communitymapuga/attachments/1466627809544.jpg,NA,-81.95254402,32.80467688,5,1,6,Dilapidated,0,NA,fe50ea33-8da5-4490-92da-a4c4c2759735,3
M22 041,Mandy,6/22/2016,0 W WINTHROPE AVENUE,no,Unknown,no,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987390?fileme=communitymapuga/attachments/1466628081824.jpg,http://classic.o.io/api/v1/files/1987389?fileme=communitymapuga/attachments/1466628130472.jpg,http://classic.o.io/api/v1/files/1987391?fileme=communitymapuga/attachments/1466628142174.jpg,NA,-81.95256658,32.80480143,1,0,1,Standard,0,NA,61516827-7563-4db1-a557-44ce192d21fd,3
M12 118,Becku,6/22/2016,1142 HOLMES DRIVE,no,1128 Holmes,yes,single_family__no_garage,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,Screens out of windows.,http://classic.o.io/api/v1/files/1987411?fileme=communitymapuga/attachments/1466604521290.jpg,http://classic.o.io/api/v1/files/1987410?fileme=communitymapuga/attachments/1466604543627.jpg,http://classic.o.io/api/v1/files/1987413?fileme=communitymapuga/attachments/1466604587179.jpg,NA,-81.94529423,32.81431282,0,0,0,Standard,0,NA,2a7a00eb-8784-4184-9c8d-a9581faf96ed,2
M12 104,Becky,6/22/2016,0 RAILROAD/HOLMES ST,no,1243 Railroad,yes,mobile_home_single_parcels,No,No,occupied,one,No,Yes,No,No,Yes,unsure,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,needs_to_be_mo,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1987431?fileme=communitymapuga/attachments/1466605735337.jpg,http://classic.o.io/api/v1/files/1987432?fileme=communitymapuga/attachments/1466605751708.jpg,http://classic.o.io/api/v1/files/1987433?fileme=communitymapuga/attachments/1466605774828.jpg,NA,-81.94535614,32.8146332,2,1,3,Substandard,0,NA,72288ca3-002d-494a-92f4-e0fe2bd802aa,2
M20 065,K,6/21/2016,0 JENNIFER LANE,no,517 Jennifer Lane,yes,mobile_home_single_parcels,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,major_cleanup_,poor,No,Yes,Yes,No,Yes,No,No,No,http://classic.o.io/api/v1/files/1987504?fileme=communitymapuga/attachments/1466529921054.jpg,http://classic.o.io/api/v1/files/1987505?fileme=communitymapuga/attachments/1466530016485.jpg,http://classic.o.io/api/v1/files/1987506?fileme=communitymapuga/attachments/1466530060116.jpg,NA,-81.95544463,32.81233417,1,7,8,Dilapidated,2,NA,ba02d0f6-b4cc-4c20-aeb0-50d6625d0074,2
M20 066,K,6/21/2016,505 JENNIFER LANE,no,None,no,mobile_home_mult_parcels,No,No,vacant_unoccup,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,overgrown__inc,poor,No,Yes,Yes,No,No,No,Yes,Severely dilapidated,http://classic.o.io/api/v1/files/1987507?fileme=communitymapuga/attachments/1466530808252.jpg,http://classic.o.io/api/v1/files/1987508?fileme=communitymapuga/attachments/1466530821538.jpg,http://classic.o.io/api/v1/files/1987509?fileme=communitymapuga/attachments/1466530834753.jpg,NA,-81.95490766,32.81210844,1,6,7,Dilapidated,2,NA,82ade5c8-e7d2-4292-9cfc-f10efb565742,2
M20 065,K,6/21/2016,0 JENNIFER LANE,no,1114 Jennifer Ct,yes,mobile_home_mult_parcels,No,No,vacant_unoccup,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,major_cleanup_,poor,No,No,No,No,Yes,No,No,Severely dilapidated,http://classic.o.io/api/v1/files/1987515?fileme=communitymapuga/attachments/1466531062492.jpg,http://classic.o.io/api/v1/files/1987514?fileme=communitymapuga/attachments/1466531078234.jpg,http://classic.o.io/api/v1/files/1987513?fileme=communitymapuga/attachments/1466531093219.jpg,NA,-81.95508874,32.81234371,0,6,6,Dilapidated,0,NA,da1fc744-3bfe-495c-a1f6-b6d383bcba17,2
M24 004,K,6/21/2016,532 MLKJ AVENUE,yes,NA,yes,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,No,three_four,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,satisfactory,fair,No,No,No,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1987546?fileme=communitymapuga/attachments/1466534877136.jpg,http://classic.o.io/api/v1/files/1987548?fileme=communitymapuga/attachments/1466534966869.jpg,http://classic.o.io/api/v1/files/1987547?fileme=communitymapuga/attachments/1466534989455.jpg,NA,-81.95615913,32.8098779,4,1,5,Dilapidated,0,NA,3374f595-31e7-4801-8be5-f710d95f303d,3
M24 004,K,6/21/2016,532 MLKJ AVENUE,no,534 MLK,yes,mobile_home_mult_parcels,No,No,occupied,one,No,No,No,Yes,No,three_four,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,satisfactory,good,No,No,No,No,No,No,Yes,No,http://classic.o.io/api/v1/files/1987549?fileme=communitymapuga/attachments/1466535321157.jpg,NA,NA,NA,-81.955798,32.80994507,2,4,6,Dilapidated,0,NA,a0e2c1d1-525e-432f-9d70-11d4d5c1524a,3
M20 033,Mandy,6/23/2016,323 MLKJ AVENUE,no,333 MLK Jr. Blvd,yes,single_family_att_garage,No,No,occupied,one,Yes,Yes,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997130?fileme=communitymapuga/attachments/1466705071911.jpg,http://classic.o.io/api/v1/files/1997131?fileme=communitymapuga/attachments/1466705082141.jpg,http://classic.o.io/api/v1/files/1997132?fileme=communitymapuga/attachments/1466705149498.jpg,NA,-81.95211363,32.81075527,0,0,0,Standard,1,NA,dfe530cc-01fd-4a18-a4c8-a54336a92763,3
M20 033,Becky,6/23/2016,323 MLKJ AVENUE,yes,NA,yes,single_family_att_garage,No,No,occupied,one,No,Yes,No,No,Yes,three_four,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,poor,Yes,No,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1997145?fileme=communitymapuga/attachments/1466705036546.jpg,http://classic.o.io/api/v1/files/1997146?fileme=communitymapuga/attachments/1466705046648.jpg,http://classic.o.io/api/v1/files/1997147?fileme=communitymapuga/attachments/1466705056384.jpg,NA,-81.9523839,32.8108722,0,0,0,Standard,1,NA,2937557f-5b70-415b-864a-7501945dfa40,3
M20 033,Becky,6/23/2016,323 MLKJ AVENUE,no,343 MLKJr,yes,single_family_att_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,Yes,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997160?fileme=communitymapuga/attachments/1466705362028.jpg,http://classic.o.io/api/v1/files/1997161?fileme=communitymapuga/attachments/1466705382585.jpg,http://classic.o.io/api/v1/files/1997159?fileme=communitymapuga/attachments/1466705398085.jpg,NA,-81.95227051,32.81063584,0,0,0,Standard,1,NA,bcd87e44-5cbb-4a3b-842b-455b73f143ca,3
M20 036C,Mandy,6/23/2016,441 MLKJ AVENUE,yes,NA,yes,single_family__no_garage,No,No,occupied,one,Yes,Yes,No,No,Yes,one_two,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997169?fileme=communitymapuga/attachments/1466706140727.jpg,http://classic.o.io/api/v1/files/1997168?fileme=communitymapuga/attachments/1466706151445.jpg,http://classic.o.io/api/v1/files/1997167?fileme=communitymapuga/attachments/1466706165377.jpg,NA,-81.95407478,32.81115709,4,0,4,Dilapidated,0,NA,12f4bc52-e3d9-4bf1-91b3-110b84c244fa,2
M21 022B,Polly Dailey,6/23/2016,808 HERNDON STREET,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,needs_to_be_mo,fair,No,No,Yes,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997184?fileme=communitymapuga/attachments/1466694476173.jpg,http://classic.o.io/api/v1/files/1997185?fileme=communitymapuga/attachments/1466694511044.jpg,NA,NA,-81.95082117,32.8088038,1,0,1,Standard,1,NA,2bfe69cc-1f4c-4e96-8796-7624b6f9a636,2
M21 027,Polly Dailey,6/23/2016,0 BROWN AVENUE,no,Unknown,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,satisfactory,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997200?fileme=communitymapuga/attachments/1466695806458.jpg,http://classic.o.io/api/v1/files/1997199?fileme=communitymapuga/attachments/1466695816328.jpg,NA,NA,-81.95020399,32.80939379,1,1,2,Substandard,0,NA,36e6d18c-c5ed-4d21-84e6-4564dc0d87d1,2
M20 036B,Becky,6/23/2016,436 MCCOMB DRIVE,no,435 MLKJr,no,single_family_att_garage,No,No,occupied,one,Yes,No,No,No,Yes,one_two,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,needs_to_be_mo,poor,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997204?fileme=communitymapuga/attachments/1466705987746.jpg,http://classic.o.io/api/v1/files/1997205?fileme=communitymapuga/attachments/1466706000263.jpg,http://classic.o.io/api/v1/files/1997203?fileme=communitymapuga/attachments/1466706014292.jpg,NA,-81.95375863,32.81055321,3,2,5,Dilapidated,0,NA,4eead7b7-744f-4ad6-8fc0-f0c32ce7a305,3
M21 029,Polly Dailey,6/23/2016,204 BROWN AVENUE,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,needs_to_be_mo,fair,No,Yes,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997216?fileme=communitymapuga/attachments/1466696361061.jpg,http://classic.o.io/api/v1/files/1997217?fileme=communitymapuga/attachments/1466696374746.jpg,http://classic.o.io/api/v1/files/1997215?fileme=communitymapuga/attachments/1466696395490.jpg,NA,-81.95041588,32.80928079,2,1,3,Substandard,1,NA,c7befa68-675c-4159-afa1-8fcc2fb2015b,2
M20 037,Becky,6/23/2016,501 MLKJ AVENUE,no,505 MLKJr,no,mobile_home_mult_parcels,No,No,vacant_unoccup,one,No,No,No,Yes,No,one_two,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,needs_to_be_mo,poor,No,No,No,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1997219?fileme=communitymapuga/attachments/1466706725084.jpg,http://classic.o.io/api/v1/files/1997218?fileme=communitymapuga/attachments/1466706754167.jpg,NA,NA,-81.95437196,32.81121441,3,2,5,Dilapidated,0,NA,1749e42d-63dd-48ae-920b-dbd9b4538a7b,2
M20 037,Becky,6/23/2016,501 MLKJ AVENUE,no,505 MLKJr,no,single_family__no_garage,No,No,occupied,one,Yes,No,No,No,No,one_two,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,major_cleanup_,poor,No,No,Yes,No,Yes,No,No,None,http://classic.o.io/api/v1/files/1997221?fileme=communitymapuga/attachments/1466706940318.jpg,NA,NA,NA,-81.95496039,32.81080478,3,1,4,Substandard,1,NA,4d94aeb9-bb66-4f02-833b-8b90dc0caaeb,2
M21 031,Polly Dailey,6/23/2016,202 BROWN AVENUE,yes,NA,no,mobile_home_single_parcels,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997223?fileme=communitymapuga/attachments/1466696628826.jpg,http://classic.o.io/api/v1/files/1997224?fileme=communitymapuga/attachments/1466696642092.jpg,NA,NA,-81.94997498,32.80956727,0,0,0,Standard,0,NA,9be34240-c915-4cfc-ba5e-4cdc4121622a,2
M21 043,Art,6/23/2016,0 HERNDON/BROWN,no,843 Herndon Street,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,satisfactory,fair,No,No,Yes,No,Yes,Yes,No,OrWindows need painting. Tires ànd junk cars in back.,http://classic.o.io/api/v1/files/1997239?fileme=communitymapuga/attachments/1466704933294.jpg,http://classic.o.io/api/v1/files/1997240?fileme=communitymapuga/attachments/1466704974143.jpg,NA,NA,-81.95140609,32.80962233,0,1,1,Substandard,1,NA,79174991-9bdb-4b80-a3bf-209710dc0742,2
M21 044,Art,6/23/2016,835 HERNDON STREET,no,Don't  know,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997244?fileme=communitymapuga/attachments/1466708822958.jpg,NA,NA,NA,-81.95158188,32.8091033,0,0,0,Standard,0,NA,2677c5f8-1a4d-46f1-b16c-29cb6d13f73a,2
M21 042,Polly Dailey,6/23/2016,905 HERNDON/BROWN,yes,NA,yes,single_family_det_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997246?fileme=communitymapuga/attachments/1466708967621.jpg,http://classic.o.io/api/v1/files/1997247?fileme=communitymapuga/attachments/1466709121945.jpg,NA,NA,-81.95120405,32.81017906,0,0,0,Standard,0,NA,591f1f7a-8652-460f-af92-98c0b25dca76,2
M21 078,Polly Dailey,6/23/2016,319 BROWN AVENUE,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,Yes,No,No,No,No,Yes,Mobile Home in back of lot.,http://classic.o.io/api/v1/files/1997253?fileme=communitymapuga/attachments/1466709472596.jpg,NA,NA,NA,-81.95208148,32.80963658,0,0,0,Standard,1,NA,bfc733c0-7a86-4c1e-9fed-e862930a0ad9,2
M21 022B,Becky,6/23/2016,808 HERNDON STREET,yes,NA,no,single_family__no_garage,No,No,occupied,one,No,No,No,Yes,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,fair,No,No,No,No,No,No,Yes,"Building in back needs repairs, broke windows.",http://classic.o.io/api/v1/files/1997261?fileme=communitymapuga/attachments/1466693701098.jpg,http://classic.o.io/api/v1/files/1997263?fileme=communitymapuga/attachments/1466693732905.jpg,http://classic.o.io/api/v1/files/1997262?fileme=communitymapuga/attachments/1466693756549.jpg,NA,-81.95082402,32.80875389,0,0,0,Standard,0,NA,479cbdfa-f722-4368-9f55-fef3e3897cec,2
M21 025,Becky,6/23/2016,846 HERNDON STREET,yes,NA,yes,single_family__no_garage,No,No,occupied,one,No,Yes,No,No,Yes,one_two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,satisfactory,good,No,No,No,No,No,No,Yes,None,http://classic.o.io/api/v1/files/1997281?fileme=communitymapuga/attachments/1466695332136.jpg,http://classic.o.io/api/v1/files/1997280?fileme=communitymapuga/attachments/1466695371864.jpg,NA,NA,-81.95122296,32.80952404,0,0,0,Standard,0,NA,cc3d4696-de0e-488d-8c78-8e8d1531af00,2
