Parcel_ID,review,date,address,add_ver,add_rev,proptype,othertype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Comments,Pic1,Pic2,Pic3,Pic4,long,lat,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,ParcCount,rec_id,Landlord
M0070137000,Sadie,12/20/2016,419 MCDANIEL STREET,Yes,No,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306741?filename=communitymapuga/attachments/1482248346305.jpg,No,No,No,-83.720713,33.789832,0,0,0,Standard,0,NA,M0070137000906,0
M0070138000,Sadie,12/20/2016,421 MCDANIEL STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306742?filename=communitymapuga/attachments/1482248418236.jpg,No,No,No,-83.721169,33.789646,0,0,0,Standard,0,NA,M0070138000907,0
M0070126000,Sadie,12/20/2016,420 MCDANIEL STREET,Yes,No,Single family (garage),No,OCCUP,one,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306743?filename=communitymapuga/attachments/1482248493897.jpg,No,No,No,-83.721609,33.790118,1,0,1,Standard,0,NA,M0070126000908,0
M0070127000,Sadie,12/20/2016,502 MCDANIEL STREET,Yes,No,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306744?filename=communitymapuga/attachments/1482248576677.jpg,No,No,No,-83.722032,33.789978,0,0,0,Standard,0,NA,M0070127000909,0
M0070129000,Sadie,12/20/2016,512 MCDANIEL STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306745?filename=communitymapuga/attachments/1482248693356.jpg,No,No,No,-83.722815,33.789589,0,0,0,Standard,0,NA,M0070129000910,0
M0070128000,Sadie,12/20/2016,508 MCDANIEL STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306746?filename=communitymapuga/attachments/1482248743619.jpg,No,No,No,-83.722385,33.789779,0,0,0,Standard,0,NA,M0070128000911,0
M0070188000,Sadie,12/20/2016,500 CLEARVIEW DRIVE,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3306748?filename=communitymapuga/attachments/1482248820248.jpg,http://classic.ona.io/api/v1/files/3306747?filename=communitymapuga/attachments/1482248827441.jpg,No,No,-83.721694,33.789205,0,0,0,Standard,0,NA,M0070188000912,0
M0120075000,Sadie,12/22/2016,321 N BROAD STREET,Yes,No,Single family (garage),No,OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3323461?filename=communitymapuga/attachments/1482417633111.jpg,No,No,No,-83.715022,33.798701,0,0,0,Standard,0,NA,M0120075000913,0
M0120121000,YAB,12/22/2016,317 BOLD SPRINGS AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Fair,No,http://classic.ona.io/api/v1/files/3324616?filename=communitymapuga/attachments/1482422532493.jpg,No,No,No,-83.709793,33.800449,5,2,7,Dilapidated,3,NA,M0120121000935,1
M0120119000,YAB,12/22/2016,327 BOLD SPRINGS AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Good,No,http://classic.ona.io/api/v1/files/3324617?filename=communitymapuga/attachments/1482422856606.jpg,No,No,No,-83.709678,33.800565,2,0,2,Dilapidated,2,NA,M0120119000936,0
M0130058000,YAB,12/22/2016,300 TURNER STREET,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Fair,No Address Number Found,http://classic.ona.io/api/v1/files/3324618?filename=communitymapuga/attachments/1482423256664.jpg,http://classic.ona.io/api/v1/files/3324619?filename=communitymapuga/attachments/1482423266325.jpg,No,No,-83.708601,33.800699,1,0,1,Substandard,2,NA,M0130058000937,0
M0120117000,YAB,12/22/2016,335 BOLD SPRINGS AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324621?filename=communitymapuga/attachments/1482423503139.jpg,http://classic.ona.io/api/v1/files/3324620?filename=communitymapuga/attachments/1482423511191.jpg,No,No,-83.708634,33.80124,2,0,2,Standard,0,NA,M0120117000938,1
M0120122000,YAB,12/22/2016,302 N MADISON AVENUE,Yes,No,Single family (no garage),No,FOR_SALE,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,Sidewalk needs repair,http://classic.ona.io/api/v1/files/3324622?filename=communitymapuga/attachments/1482423855135.jpg,No,No,No,-83.710562,33.800072,0,0,0,Substandard,1,NA,M0120122000939,0
M0120126000,YAB,12/22/2016,322 N MADISON AVENUE,Yes,No,Single family (garage),No,OCCUP,one,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324623?filename=communitymapuga/attachments/1482425097445.jpg,No,No,No,-83.711159,33.800922,2,1,3,Substandard,0,NA,M0120126000940,0
M0120125000,YAB,12/22/2016,316 N MADISON AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324624?filename=communitymapuga/attachments/1482425278858.jpg,http://classic.ona.io/api/v1/files/3324625?filename=communitymapuga/attachments/1482425288305.jpg,No,No,-83.710184,33.801319,0,0,0,Substandard,0,NA,M0120125000941,0
M0120093000,YAB,12/22/2016,327 N MADISON AVENUE,Yes,No,Single family (no garage),No,UNKNOWN,one,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324626?filename=communitymapuga/attachments/1482421981481.jpg,No,No,No,-83.712261,33.801191,3,0,3,Standard,0,NA,M0120093000942,0
M0120124000,YAB,12/22/2016,310 N MADISON AVENUE,Yes,No,Single family (no garage),No,OCCUP,two,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324627?filename=communitymapuga/attachments/1482425517852.jpg,No,No,No,-83.711075,33.800271,2,0,2,Substandard,0,NA,M0120124000943,0
M0120123000,YAB,12/22/2016,306 N MADISON AVENUE,Yes,No,Single family (garage),No,OCCUP,two,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324628?filename=communitymapuga/attachments/1482425733342.jpg,No,No,No,-83.710778,33.800155,5,1,6,Substandard,0,NA,M0120123000944,0
M0120128000,yab,12/22/2016,328 N MADISON AVENUE,Yes,No,Single family (garage),No,OCCUP,one,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324629?filename=communitymapuga/attachments/1482422170653.jpg,No,No,No,-83.71117,33.801515,3,0,3,Dilapidated,1,NA,M0120128000945,0
M0110215000,YAB,12/22/2016,422 MAPLE WAY,No,423 Maple Way,Single family (no garage),No,UNKNOWN,one,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324630?filename=communitymapuga/attachments/1482427820346.jpg,No,No,No,-83.710451,33.805983,1,0,1,Substandard,0,NA,M0110215000946,0
M0120127000,Yab,12/22/2016,326 N MADISON AVENUE,Yes,No,Single family (garage),No,OCCUP,one,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324631?filename=communitymapuga/attachments/1482422298159.jpg,No,No,No,-83.710953,33.801451,3,0,3,Standard,0,NA,M0120127000947,0
M0120092000,Yab,12/22/2016,329 N MADISON AVENUE,Yes,No,Single family (garage),No,OCCUP,one,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324632?filename=communitymapuga/attachments/1482422450327.jpg,http://classic.ona.io/api/v1/files/3324634?filename=communitymapuga/attachments/1482422459647.jpg,http://classic.ona.io/api/v1/files/3324633?filename=communitymapuga/attachments/1482422470659.jpg,No,-83.711886,33.801761,1,0,1,Substandard,0,NA,M0120092000948,0
M0120125000,Yab,12/22/2016,316 N MADISON AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324635?filename=communitymapuga/attachments/1482422641280.jpg,No,No,No,-83.710493,33.80101,0,0,0,Standard,0,NA,M0120125000949,0
M0120124000,Yab,12/22/2016,310 N MADISON AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324636?filename=communitymapuga/attachments/1482422761831.jpg,http://classic.ona.io/api/v1/files/3324637?filename=communitymapuga/attachments/1482422770632.jpg,http://classic.ona.io/api/v1/files/3324638?filename=communitymapuga/attachments/1482422780002.jpg,No,-83.710572,33.800774,3,0,3,Standard,1,NA,M0120124000950,0
M0120123000,Yab,12/22/2016,306 N MADISON AVENUE,Yes,No,Single family (garage),No,OCCUP,one,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324639?filename=communitymapuga/attachments/1482422899160.jpg,http://classic.ona.io/api/v1/files/3324640?filename=communitymapuga/attachments/1482422915439.jpg,No,No,-83.710233,33.8007,2,0,2,Substandard,1,NA,M0120123000951,0
M0120170000,YAB,12/22/2016,239 E MARABLE STREET,Yes,No,Single family (no garage),No,OCCUP,one,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Fair,"Weed growing on house
",http://classic.ona.io/api/v1/files/3324641?filename=communitymapuga/attachments/1482422084003.jpg,No,No,No,-83.712758,33.80297,6,2,8,Dilapidated,1,NA,M0120170000952,0
M0120122000,Yab,12/22/2016,302 N MADISON AVENUE,Yes,No,Single family (no garage),No,FOR_SALE,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324642?filename=communitymapuga/attachments/1482422999610.jpg,http://classic.ona.io/api/v1/files/3324643?filename=communitymapuga/attachments/1482423007165.jpg,No,No,-83.710576,33.800058,0,0,0,Dilapidated,0,NA,M0120122000953,0
M0120171000,12017,12/22/2016,301 E MARABLE STREET,Yes,No,Single family (no garage),No,Vacant1,one,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/3324644?filename=communitymapuga/attachments/1482422338306.jpg,No,No,No,-83.712503,33.803166,5,2,7,Dilapidated,1,NA,M0120171000954,0
M0120169000,Yab,12/22/2016,235 E MARABLE STREET,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,The 235 house Is a good house seems to be in good shape but has minor issue. Mainly the roof minor dry rot the windows are a little rusty,http://classic.ona.io/api/v1/files/3324645?filename=communitymapuga/attachments/1482422754404.jpg,No,No,No,-83.713007,33.80277,2,0,2,Dilapidated,1,NA,M0120169000955,0
M0120089000,YAB,12/22/2016,343 N MADISON AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Fair,Fairly good,http://classic.ona.io/api/v1/files/3324646?filename=communitymapuga/attachments/1482423171549.jpg,No,No,No,-83.711818,33.802771,2,1,3,Substandard,4,NA,M0120089000956,0
M0120121000,Yab,12/22/2016,317 BOLD SPRINGS AVENUE,Yes,No,Single family (no garage),No,UNKNOWN,one,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Poor,No,http://classic.ona.io/api/v1/files/3324647?filename=communitymapuga/attachments/1482424789714.jpg,http://classic.ona.io/api/v1/files/3324649?filename=communitymapuga/attachments/1482424796530.jpg,http://classic.ona.io/api/v1/files/3324648?filename=communitymapuga/attachments/1482424810957.jpg,No,-83.709651,33.800591,3,0,3,Substandard,3,NA,M0120121000957,1
M0120090000,YAB,12/22/2016,339 N MADISON AVENUE,Yes,No,Vacant,No,Vacant1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Poor,"Major dry rot
Cracked and broken windows 
Chipped paint everywhere
Roof is terrible 
",http://classic.ona.io/api/v1/files/3324650?filename=communitymapuga/attachments/1482423566218.jpg,No,No,No,-83.711609,33.802581,0,0,0,Substandard,2,NA,M0120090000958,0
M0120091000,YAB,12/22/2016,335 N MADISON AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/3324651?filename=communitymapuga/attachments/1482423727537.jpg,No,No,No,-83.712381,33.801538,4,1,5,Substandard,2,NA,M0120091000959,0
M0120149000,Yab,12/22/2016,309 TURNER STREET,Yes,No,Single family (no garage),No,OCCUP,one,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/3324653?filename=communitymapuga/attachments/1482425172760.jpg,http://classic.ona.io/api/v1/files/3324654?filename=communitymapuga/attachments/1482425178750.jpg,http://classic.ona.io/api/v1/files/3324652?filename=communitymapuga/attachments/1482425184041.jpg,No,-83.709494,33.800992,5,0,5,Dilapidated,2,NA,M0120149000960,1
M0120116000,Yab,12/22/2016,339 BOLD SPRINGS AVENUE,Yes,No,Vacant,No,Vacant1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,Looks like its apart of 335,http://classic.ona.io/api/v1/files/3324655?filename=communitymapuga/attachments/1482425342081.jpg,http://classic.ona.io/api/v1/files/3324657?filename=communitymapuga/attachments/1482425352863.jpg,http://classic.ona.io/api/v1/files/3324656?filename=communitymapuga/attachments/1482425383517.jpg,No,-83.709093,33.800653,0,0,0,Dilapidated,1,NA,M0120116000961,1
M0120117000,Yab,12/22/2016,335 BOLD SPRINGS AVENUE,Yes,No,Single family (no garage),No,OCCUP,two,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Fair,No,http://classic.ona.io/api/v1/files/3324659?filename=communitymapuga/attachments/1482425510347.jpg,http://classic.ona.io/api/v1/files/3324660?filename=communitymapuga/attachments/1482425515113.jpg,http://classic.ona.io/api/v1/files/3324658?filename=communitymapuga/attachments/1482425523396.jpg,No,-83.708768,33.801106,4,0,4,Standard,1,NA,M0120117000962,1
M0120079000,YAB,12/22/2016,328 N BROAD STREET,Yes,No,Apartment,No,OCCUP,two,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324662?filename=communitymapuga/attachments/1482421454864.jpg,http://classic.ona.io/api/v1/files/3324661?filename=communitymapuga/attachments/1482421488020.jpg,No,No,-83.714088,33.799802,1,0,1,Dilapidated,0,NA,M0120079000963,0
M0050025000,YAB,12/22/2016,536 N MIDLAND AVE,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Poor,No,http://classic.ona.io/api/v1/files/3324664?filename=communitymapuga/attachments/1482422113493.jpg,http://classic.ona.io/api/v1/files/3324663?filename=communitymapuga/attachments/1482422131982.jpg,No,No,-83.71918,33.805596,7,4,11,Dilapidated,2,NA,M0050025000964,1
M0120118000,Yab,12/22/2016,331 BOLD SPRINGS AVENUE,Yes,No,Vacant,No,Vacant1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324665?filename=communitymapuga/attachments/1482425757529.jpg,http://classic.ona.io/api/v1/files/3324667?filename=communitymapuga/attachments/1482425763226.jpg,http://classic.ona.io/api/v1/files/3324666?filename=communitymapuga/attachments/1482425768760.jpg,No,-83.709565,33.800526,0,0,0,Dilapidated,1,NA,M0120118000965,0
M0050025000,YAB,12/22/2016,536 N MIDLAND AVE,No,104 Morrow,Duplex,No,OCCUP,one,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Poor,No,http://classic.ona.io/api/v1/files/3324668?filename=communitymapuga/attachments/1482422351142.jpg,No,No,No,-83.719646,33.80513,7,2,9,Dilapidated,2,NA,M0050025000966,1
M0050030000,YAB,12/22/2016,600 N MIDLAND AVE,Yes,No,Single family (no garage),No,OCCUP,one,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324669?filename=communitymapuga/attachments/1482422639894.jpg,No,No,No,-83.720719,33.805841,5,1,6,Dilapidated,0,NA,M0050030000967,0
M0050032000,YAB,12/22/2016,115 DEAN STREET,Yes,No,Single family (no garage),No,OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324670?filename=communitymapuga/attachments/1482422855502.jpg,No,No,No,-83.719802,33.806101,1,1,2,Dilapidated,0,NA,M0050032000968,1
M0120121000,Yab,12/22/2016,317 BOLD SPRINGS AVENUE,Yes,No,Single family (no garage),No,OCCUP,one,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324673?filename=communitymapuga/attachments/1482426029688.jpg,http://classic.ona.io/api/v1/files/3324671?filename=communitymapuga/attachments/1482426035364.jpg,http://classic.ona.io/api/v1/files/3324672?filename=communitymapuga/attachments/1482426040485.jpg,http://classic.ona.io/api/v1/files/3324674?filename=communitymapuga/attachments/1482426046678.jpg,-83.710082,33.80016,6,0,6,Standard,0,NA,M0120121000969,1
M0050034C00,YAB,12/22/2016,121 MORROW STREET,Yes,No,Single family (no garage),No,OCCUP,one,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Poor,No,http://classic.ona.io/api/v1/files/3324675?filename=communitymapuga/attachments/1482423114899.jpg,http://classic.ona.io/api/v1/files/3324677?filename=communitymapuga/attachments/1482423143061.jpg,http://classic.ona.io/api/v1/files/3324676?filename=communitymapuga/attachments/1482423172373.jpg,No,-83.719083,33.805882,5,1,6,Dilapidated,1,NA,M0050034C00970,1
M0110234000,YAB,12/22/2016,526 BOOTH DRIVE,No,526  Booth Drive,Single family (no garage),No,OCCUP,one,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324678?filename=communitymapuga/attachments/1482423489706.jpg,No,No,No,-83.717866,33.806272,3,1,4,Dilapidated,0,NA,M0110234000971,1
M0110234000,YAB,12/22/2016,526 BOOTH DRIVE,No,522 Booth Drive,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324679?filename=communitymapuga/attachments/1482423673881.jpg,http://classic.ona.io/api/v1/files/3324680?filename=communitymapuga/attachments/1482423681915.jpg,No,No,-83.717527,33.806611,0,0,0,Substandard,0,NA,M0110234000972,1
M0120005000,YAB,12/22/2016,105 SORRELLS STREET,Yes,No,Single family (garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324681?filename=communitymapuga/attachments/1482423933235.jpg,No,No,No,-83.716832,33.80287,0,0,0,Standard,0,NA,M0120005000973,0
M0120019000,Sadie,12/22/2016,441 N BROAD STREET,Yes,No,Single family (no garage),No,Vacant1,one,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/3324682?filename=communitymapuga/attachments/1482424024569.jpg,No,No,No,-83.717462,33.802242,5,4,9,Dilapidated,1,NA,M0120019000974,0
M0110230000,Yab,12/22/2016,0 COOK STREET,No,139 Sorrel Street,Single family (no garage),No,OCCUP,one,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324683?filename=communitymapuga/attachments/1482424482495.jpg,No,No,No,-83.713818,33.805979,2,1,3,Dilapidated,1,NA,M0110230000975,1
M0110230000,YAB,12/22/2016,0 COOK STREET,No,141 Sorrel Street,Duplex,No,OCCUP,one,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324684?filename=communitymapuga/attachments/1482424758477.jpg,No,No,No,-83.713907,33.80589,2,2,4,Dilapidated,0,NA,M0110230000976,1
M0110229000,YAB,12/22/2016,138 SORRELLS STREET,Yes,No,Single family (no garage),No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,No,http://classic.ona.io/api/v1/files/3324685?filename=communitymapuga/attachments/1482424955807.jpg,No,No,No,-83.714261,33.804185,0,0,0,Substandard,0,NA,M0110229000977,1
M0110228000,YAB,12/22/2016,140 SORRELLS STREET,Yes,No,Duplex,No,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,No,http://classic.ona.io/api/v1/files/3324686?filename=communitymapuga/attachments/1482425086906.jpg,No,No,No,-83.71409,33.804339,0,0,0,Standard,0,NA,M0110228000978,0
M0110224000,Yab,12/22/2016,206 SORRELLS STREET,Yes,No,Duplex,No,Vacant1,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/3324687?filename=communitymapuga/attachments/1482425790141.jpg,No,No,No,-83.713212,33.805151,1,0,1,Standard,0,NA,M0110224000979,1
M0110230000,YAB,12/22/2016,0 COOK STREET,No,207 Sorrel Street,Duplex,No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/3324688?filename=communitymapuga/attachments/1482425944569.jpg,No,No,No,-83.714201,33.805596,1,0,1,Standard,0,NA,M0110230000980,1
M0110225000,YAB,12/22/2016,204 SORRELLS STREET,Yes,No,Duplex,No,OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Poor,No,http://classic.ona.io/api/v1/files/3324689?filename=communitymapuga/attachments/1482426063600.jpg,No,No,No,-83.71361,33.804774,1,0,1,Standard,0,NA,M0110225000981,1
