repropkey,realkey,digclass,digstrat,occupancy,yr_built,efyr_built,grade,obsv_cond,no_bedrms,no_rooms,foundation,ext_walls,roofing,roof_shape,floor_cons,b_a_opt,sqb_area,sqb_fin,sqa_area,sqa_fin,db_desc,db_fin,basemtqual,d_attic,atticqual,floor_fin,int_wall,int_ceil,heat,pl_std,pl_xtra,fullbaths,halfbaths,stht_code,heatedarea,pfunc_dep,pec_dep,pcom,phy_dep,phy_ovr,ovr_val,timp_val,ovr_rsn,cdu,ovrdate,adj_points,apprname,rcn,calc_value,exists,sketch,photo,statehsflg,mavorig,mav,house_no,extension,stdirect,street_nam,sttype,unit,quad,mavovr,sb346val,localhsflg,sb346add
2842,4605,R,1,1,1992,1992,0.90,3,2,4,1,10,3,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,5,2,1,1,1085,1.00,0.95,1.00,0.80,0.00,0,63460,,1.00,18991230,835.00,"MARC BOHN, AVTACS",83500,63460,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2843,4606,R,1,1,1992,1992,1.10,3,3,4,1,2,1,3,1,1,0,0.00,0,0.00,1,1,3,3,2,2,1,8,1,1,3,2,0,1,1494,1.00,1.00,1.00,0.80,0.00,0,106880,,1.00,18991230,1336.00,"MARC BOHN, AVTACS",133600,106880,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2844,4608,R,1,1,1966,1979,1.00,3,0,5,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1796,1.00,1.00,1.00,0.60,0.00,0,73560,,1.00,18991230,1226.00,"CLEGG BAZEMORE, AVTACS",122600,73560,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2846,4610,R,1,1,1983,1987,1.00,3,3,5,3,1,1,2,2,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,2,1,1,0,1221,1.00,1.00,1.00,0.74,0.00,0,67044,,1.00,18991230,906.00,"CLEGG BAZEMORE, AVTACS",90600,67044,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2847,4612,R,1,1,1978,1982,0.85,3,2,4,1,10,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,0,1040,0.90,1.00,1.00,0.66,0.00,0,35581,,1.00,18991230,599.00,CHRIS KIGHT - AVTACS,59900,35581,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2848,4613,R,1,1,1940,1960,0.95,1,0,3,2,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,6,1,8,7,1,0,1,0,1,785,1.00,1.00,1.00,0.14,0.00,0,7028,,1.00,18991230,502.00,"CLEGG BAZEMORE, AVTACS",50200,7028,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2849,4615,R,1,1,1946,1946,1.00,1,0,6,1,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,3,2,0,1,1760,0.00,1.00,1.00,0.10,0.00,0,0,,1.00,18991230,1045.00,"CLEGG BAZEMORE, AVTACS",104500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2850,4616,R,1,1,1920,1968,1.10,3,0,5,1,2,6,3,1,1,0,0.00,0,0.00,1,1,3,1,3,5,1,8,7,1,0,1,0,1,1885,0.90,1.00,1.00,0.40,0.00,0,45792,,1.00,18991230,1272.00,"CLEGG BAZEMORE, AVTACS",127200,45792,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2851,4617,R,1,1,1925,1960,1.05,3,0,7,1,2,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,3,1,8,7,1,0,1,0,1,1543,0.80,1.00,1.00,0.28,0.00,0,23027,,1.00,18991230,1028.00,"CLEGG BAZEMORE, AVTACS",102800,0,0,-1,-1,-1,0,0,0,,,,,,,0,0,0,0
2852,4618,R,1,1,1977,1982,1.10,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1797,1.00,1.00,1.00,0.66,0.00,0,90156,,1.00,18991230,1366.00,"MARC BOHN, AVTACS",136600,90156,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2854,4620,R,1,1,1965,1974,1.10,3,0,6,1,8,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2046,1.00,1.00,1.00,0.51,0.00,0,71553,,1.00,18991230,1403.00,"CLEGG BAZEMORE, AVTACS",140300,71553,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2870,4657,R,1,1,1970,1970,0.85,3,3,0,1,4,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1446,1.00,1.00,1.00,0.43,0.00,0,35862,,1.00,18991230,834.00,"MARC BOHN, AVTACS",83400,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2887,4697,E,2,1,1961,1961,1.00,3,0,7,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,2094,1.00,1.00,1.00,0.29,0.00,0,38280,,1.00,18991230,1320.00,"MARC BOHN, AVTACS",132000,38280,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2891,4706,R,1,1,1973,1976,0.85,3,0,4,1,15,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1026,1.00,1.00,1.00,0.55,0.00,0,31790,,1.00,18991230,578.00,"CLEGG BAZEMORE, AVTACS",57800,31790,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2897,4736,R,1,1,1900,1976,1.20,3,3,8,1,2,6,2,1,0,0,0.00,0,0.00,0,0,3,0,3,11,1,8,1,1,3,2,0,3,2711,0.90,1.00,1.00,0.55,0.00,0,89645,,1.00,18991230,1811.00,"CLEGG BAZEMORE, AVTACS",181100,89645,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2905,2967,R,1,1,1917,1978,0.95,3,0,6,1,10,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1472,0.90,1.00,1.00,0.58,0.00,0,45988,,1.00,18991230,881.00,"CLEGG BAZEMORE, AVTACS",88100,45988,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2907,4412,R,1,1,1950,1973,0.65,3,0,3,2,8,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,1,1,8,7,1,0,1,0,1,812,1.00,1.00,1.00,0.41,0.00,0,13530,,1.00,18991230,330.00,"MARC BOHN, AVTACS",33000,13530,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2908,4412,R,1,1,1950,1960,0.65,3,0,5,2,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,8,7,1,0,1,0,1,615,1.00,1.00,1.00,0.22,0.00,0,5918,,1.00,18991230,269.00,"MARC BOHN, AVTACS",26900,5918,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2909,6959,R,1,1,1920,1970,0.70,3,0,5,2,7,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,1,8,7,1,0,1,0,0,1070,0.90,1.00,1.00,0.36,0.00,0,15228,,1.00,18991230,470.00,"MARC BOHN, AVTACS",47000,15228,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2910,4771,R,1,1,1950,1975,0.60,3,0,5,1,7,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,1,1148,1.00,1.00,1.00,0.45,0.00,0,19080,,1.00,18991230,424.00,"MARC BOHN, AVTACS",42400,19080,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2911,7055,R,1,1,1920,1967,0.75,3,0,4,1,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,0,974,0.90,1.00,1.00,0.31,0.00,0,14229,,1.00,18991230,510.00,"MARC BOHN, AVTACS",51000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2912,4772,R,1,1,1960,1972,0.85,2,2,4,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,2,1,1,1,864,1.00,1.00,1.00,0.35,0.00,0,19705,,1.00,18991230,563.00,"CLEGG BAZEMORE, AVTACS",56300,19705,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2913,4773,R,1,1,1993,1993,1.20,3,3,7,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,7,2,2,2,2401,1.00,1.00,1.00,0.81,0.00,0,144099,,1.00,18991230,1779.00,"CLEGG BAZEMORE, AVTACS",177900,144099,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2914,872,R,1,4,0,0,0.00,0,3,4,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,16488,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
2915,4088,R,1,1,1993,1993,0.75,3,2,4,1,2,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,776,1.00,1.00,1.00,0.78,0.00,0,31356,,1.00,18991230,402.00,"CLEGG BAZEMORE, AVTACS",40200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2917,1286,R,1,1,1992,1992,1.05,3,5,8,1,18,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,8,3,1,0,3100,1.00,1.00,1.00,0.80,0.00,0,160800,,1.00,18991230,2010.00,"CLEGG BAZEMORE, AVTACS",201000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2919,4775,R,1,1,1993,1993,1.15,3,3,6,1,1,1,2,1,2,0,0.00,0,0.00,1,1,3,1,3,2,4,8,1,1,5,2,1,2,2755,1.00,1.00,1.00,0.81,0.00,0,180306,,1.00,18991230,2226.00,"CLEGG BAZEMORE, AVTACS",222600,180306,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2920,4094,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0.00,1.00,1.00,0.00,0.00,0,15297,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,16269,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
2921,4302,R,1,1,1993,1997,1.10,3,3,6,1,10,1,2,1,2,0,0.00,400,1.00,1,1,3,1,3,2,4,8,1,1,5,2,1,3,2798,1.00,1.00,1.00,0.87,0.00,0,153990,,1.00,18991230,1770.00,"CLEGG BAZEMORE, AVTACS",177000,153990,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2922,6398,R,1,1,1993,1993,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1618,1.00,1.00,1.00,0.81,0.00,0,106353,,1.00,18991230,1313.00,"MARC BOHN, AVTACS",131300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2923,2112,R,1,1,1993,1993,1.10,3,3,7,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,6,3,0,1,2362,1.00,1.00,1.00,0.81,0.00,0,141831,,1.00,18991230,1751.00,"MARC BOHN, AVTACS",175100,141831,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2924,1676,R,1,1,1993,1995,1.25,3,3,7,1,1,3,3,1,1,0,0.00,0,0.00,1,1,3,1,3,3,1,8,1,1,3,2,0,1,2157,1.00,1.00,1.00,0.84,0.00,0,155316,,1.00,18991230,1849.00,"MARC BOHN, AVTACS",184900,155316,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2925,4776,R,1,1,1995,1995,1.10,3,3,6,1,7,3,2,1,1,0,0.00,0,0.00,1,1,3,3,3,2,1,8,1,1,3,2,0,2,1971,1.00,1.00,1.00,0.84,0.00,0,139944,,1.00,18991230,1666.00,"MARC BOHN, AVTACS",166600,139944,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2927,3108,R,1,1,1993,1996,1.10,3,3,6,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1808,1.00,1.00,1.00,0.85,0.00,0,124270,,1.00,18991230,1462.00,"MARC BOHN, AVTACS",146200,124270,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2929,114,R,1,1,1993,1997,1.05,3,3,7,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,2186,1.00,1.00,1.00,0.87,0.00,0,126063,,1.00,18991230,1449.00,"MARC BOHN, AVTACS",144900,126063,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2930,1180,R,1,1,1993,1998,1.05,3,3,6,1,10,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,6,3,0,1,2079,1.00,1.00,1.00,0.88,0.00,0,134640,,1.00,18991230,1530.00,"CLEGG BAZEMORE, AVTACS",153000,134640,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2932,2264,R,1,1,1994,1994,1.15,3,3,6,1,10,3,2,1,2,0,0.00,600,1.00,1,1,3,3,3,2,1,8,1,1,3,2,0,1,2506,1.00,1.00,1.00,0.83,0.00,0,149068,,1.00,18991230,1796.00,"CLEGG BAZEMORE, AVTACS",179600,149068,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2934,4777,R,1,1,1993,1994,1.00,3,4,6,1,2,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,1824,1.00,1.00,1.00,0.83,0.00,0,101343,,1.00,18991230,1221.00,"MARC BOHN, AVTACS",122100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2935,1343,R,1,1,1993,1997,1.10,3,3,7,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,1997,1.00,1.00,1.00,0.87,0.00,0,134589,,1.00,18991230,1547.00,"CLEGG BAZEMORE, AVTACS",154700,134589,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2937,6310,R,1,1,1993,1993,1.00,3,2,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,0,1320,1.00,1.00,1.00,0.81,0.00,0,73467,,1.00,18991230,907.00,"CLEGG BAZEMORE, AVTACS",90700,73467,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2938,1316,R,1,3,1993,1993,0.90,3,2,4,3,10,1,2,2,1,0,0.00,0,0.00,1,1,3,2,3,2,1,8,1,1,0,1,0,0,1008,1.00,1.00,1.00,0.81,0.00,0,75087,,1.00,18991230,927.00,"CLEGG BAZEMORE, AVTACS",92700,75087,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2939,6258,R,1,1,1993,1990,0.85,3,3,0,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,1190,1.00,0.80,1.00,0.78,0.00,0,43368,,1.00,18991230,695.00,"CLEGG BAZEMORE, AVTACS",69500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2940,1697,R,1,1,1993,1993,1.05,3,3,5,1,2,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1688,1.00,1.00,1.00,0.81,0.00,0,106677,,1.00,18991230,1317.00,"MARC BOHN, AVTACS",131700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2941,2080,A,1,1,1993,1995,1.20,3,4,7,1,2,3,2,1,2,0,0.00,300,1.00,1,1,3,1,3,2,1,8,1,1,9,4,0,2,2742,1.00,1.00,1.00,0.84,0.00,0,186564,,1.00,18991230,2221.00,"MARC BOHN, AVTACS",222100,186564,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2942,1379,A,1,1,1993,1993,1.10,3,3,5,1,10,1,2,1,2,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,0,1794,1.00,1.00,1.00,0.81,0.00,0,112752,,1.00,18991230,1392.00,CHRIS KIGHT - AVTACS,139200,112752,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2943,2392,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0.00,0,0.00,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,24958,,1.00,18991230,0.00,"MARC BOHN, AVTACS",0,18199,0,0,0,0,0,0,0,,,,,,,0,0,0,0
2944,979,A,1,1,1993,1993,1.15,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1830,1.00,1.00,1.00,0.81,0.00,0,120609,,1.00,18991230,1489.00,"CLEGG BAZEMORE, AVTACS",148900,120609,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2945,1114,R,1,1,1993,1993,1.00,3,3,6,2,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1800,1.00,1.00,1.00,0.81,0.00,0,97524,,1.00,18991230,1204.00,CHRIS KIGHT - AVTACS,120400,97524,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2950,2205,R,1,1,1993,1998,1.00,3,3,5,1,10,6,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1524,1.00,1.00,1.00,0.88,0.00,0,99088,,1.00,18991230,1126.00,"CLEGG BAZEMORE, AVTACS",112600,99088,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2952,2539,R,1,1,1993,1996,0.95,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1800,1.00,1.00,1.00,0.85,0.00,0,88060,,1.00,18991230,1036.00,"MARC BOHN, AVTACS",103600,88060,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2953,266,R,1,1,1993,1993,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1500,1.00,1.00,1.00,0.81,0.00,0,88371,,1.00,18991230,1091.00,CHRIS KIGHT - AVTACS,109100,88371,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2954,2493,R,1,1,1993,1993,1.05,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,1728,1.00,1.00,1.00,0.81,0.00,0,111051,,1.00,18991230,1371.00,"CLEGG BAZEMORE, AVTACS",137100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2955,495,R,1,1,1993,1996,1.05,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,10,1,8,1,1,5,2,1,1,1733,1.00,1.00,1.00,0.85,0.00,0,104635,,1.00,18991230,1231.00,"CLEGG BAZEMORE, AVTACS",123100,104635,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2956,595,R,1,1,1993,1993,1.05,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1903,1.00,1.00,1.00,0.81,0.00,0,111618,,1.00,18991230,1378.00,"CLEGG BAZEMORE, AVTACS",137800,111618,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2958,86,A,1,1,1960,1976,1.05,3,4,6,1,10,1,2,1,2,561,1.00,226,1.00,1,1,3,1,3,2,1,8,1,1,6,3,0,2,3973,1.00,1.00,1.00,0.55,0.00,0,124850,,1.00,18991230,2270.00,"CLEGG BAZEMORE, AVTACS",227000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2959,4779,R,1,1,1990,1990,1.10,3,3,6,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2066,1.00,1.00,1.00,0.78,0.00,0,109902,,1.00,18991230,1409.00,"MARC BOHN, AVTACS",140900,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2960,4780,R,1,1,1991,1991,1.15,3,3,5,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1818,1.00,1.00,1.00,0.79,0.00,0,121107,,1.00,18991230,1533.00,"MARC BOHN, AVTACS",153300,121107,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2961,934,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,6847,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,7681,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
2962,4781,R,1,1,1955,1974,0.80,3,3,5,1,18,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,900,1.00,1.00,1.00,0.43,0.00,0,22876,,1.00,18991230,532.00,"CLEGG BAZEMORE, AVTACS",53200,22876,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2963,2884,R,1,1,1960,1980,0.75,3,2,4,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,7,1,0,1,0,0,912,0.90,1.00,1.00,0.54,0.00,0,21190,,1.00,18991230,436.00,"MARC BOHN, AVTACS",43600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2964,4782,R,1,1,1960,1978,0.90,3,2,4,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1276,1.00,1.00,1.00,0.58,0.00,0,41412,,1.00,18991230,714.00,"CLEGG BAZEMORE, AVTACS",71400,41412,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2965,4783,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,9782,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,10200,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
2966,4784,R,1,4,1993,1993,0.70,3,3,5,1,7,6,2,1,0,1,0.01,1,0.00,1,1,3,1,3,2,2,2,7,1,0,1,0,1,0,1.00,1.00,1.00,0.00,0.00,0,23018,,1.00,18991230,0.00,CHRIS KIGHT - AVTACS,0,21739,0,0,0,0,0,0,0,,,,,,,0,0,0,0
2967,4785,R,1,2,1993,1993,0.90,3,4,8,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1752,1.00,1.00,1.00,0.81,0.00,0,79056,,1.00,18991230,976.00,"CLEGG BAZEMORE, AVTACS",97600,79056,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2968,4790,R,1,1,1994,1994,1.15,3,3,5,1,10,3,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,2,1841,1.00,1.00,1.00,0.83,0.00,0,127488,,1.00,18991230,1536.00,"MARC BOHN, AVTACS",153600,127488,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2970,4800,R,1,1,1993,1993,1.10,3,4,7,3,10,3,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1762,1.00,1.00,1.00,0.81,0.00,0,108135,,1.00,18991230,1335.00,"MARC BOHN, AVTACS",133500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2972,4801,R,1,1,1993,1993,1.15,3,3,5,1,10,1,2,1,2,0,0.00,1200,0.50,1,1,3,0,3,2,1,8,1,1,3,2,0,0,2680,1.00,1.00,1.00,0.81,0.00,0,171882,,1.00,18991230,2122.00,"MARC BOHN, AVTACS",212200,171882,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2973,4151,A,1,1,1900,1960,1.15,2,3,6,1,2,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,5,3,7,7,1,0,1,0,1,2019,0.90,1.00,1.00,0.21,0.00,0,27594,,1.00,18991230,1460.00,"CLEGG BAZEMORE, AVTACS",146000,27594,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2976,4151,A,1,1,1976,1981,0.80,3,1,3,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,5,6,5,7,1,0,1,0,1,840,0.80,1.00,1.00,0.56,0.00,0,21728,,1.00,18991230,485.00,"CLEGG BAZEMORE, AVTACS",48500,21728,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2977,4803,R,1,1,1993,1993,1.05,3,3,5,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1820,1.00,0.75,1.00,0.81,0.00,0,80069,,1.00,18991230,1318.00,"CLEGG BAZEMORE, AVTACS",131800,80069,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2978,4809,R,1,4,1900,1900,1.00,3,0,0,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,29344,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,31340,0,0,0,0,0,0,0,,,,,,,0,0,0,0
2979,4810,R,1,1,1985,1985,0.80,3,2,4,3,4,1,2,2,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,3,1,0,1,0,1,1230,1.00,1.00,1.00,0.65,0.00,0,48165,,1.00,18991230,741.00,"MARC BOHN, AVTACS",74100,48165,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2982,2630,R,1,1,1993,1993,1.20,3,3,6,1,10,1,2,1,2,0,0.00,300,1.00,1,1,3,1,3,3,1,8,1,1,3,2,0,1,2391,1.00,1.00,1.00,0.81,0.00,0,146853,,1.00,18991230,1813.00,"MARC BOHN, AVTACS",181300,146853,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2983,1715,R,1,4,0,0,0.00,0,2,4,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,36980,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,35334,0,0,0,0,0,0,0,,,,,,,0,0,0,0
2984,1028,A,1,1,1945,1970,0.70,2,3,5,2,15,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,2,8,7,1,0,1,0,1,800,0.90,1.00,1.00,0.27,0.00,0,8141,,1.00,18991230,335.00,"CLEGG BAZEMORE, AVTACS",33500,8141,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2985,1028,A,1,1,1940,1965,0.70,2,2,4,2,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,2,8,7,1,0,1,0,1,640,0.90,1.00,1.00,0.21,0.00,0,5481,,1.00,18991230,290.00,"CLEGG BAZEMORE, AVTACS",29000,5481,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2987,4821,R,1,1,1993,1996,1.05,3,3,5,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2154,1.00,1.00,1.00,0.85,0.00,0,121125,,1.00,18991230,1425.00,"MARC BOHN, AVTACS",142500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
2988,1321,R,1,4,0,0,0.00,0,3,5,0,0,0,0,0,1,0,0.00,0,0.00,1,1,3,1,3,0,0,0,0,0,0,0,0,0,1792,1.00,1.00,1.00,0.00,0.00,0,20466,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
