repropkey,realkey,digclass,digstrat,occupancy,yr_built,efyr_built,grade,obsv_cond,no_bedrms,no_rooms,foundation,ext_walls,roofing,roof_shape,floor_cons,b_a_opt,sqb_area,sqb_fin,sqa_area,sqa_fin,db_desc,db_fin,basemtqual,d_attic,atticqual,floor_fin,int_wall,int_ceil,heat,pl_std,pl_xtra,fullbaths,halfbaths,stht_code,heatedarea,pfunc_dep,pec_dep,pcom,phy_dep,phy_ovr,ovr_val,timp_val,ovr_rsn,cdu,ovrdate,adj_points,apprname,rcn,calc_value,exists,sketch,photo,statehsflg,mavorig,mav,house_no,extension,stdirect,street_nam,sttype,unit,quad,mavovr,sb346val,localhsflg,sb346add
6312,391,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,13337,,1.00,18991230,0.00,,0,14195,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6313,6994,R,1,1,2010,2010,1.40,3,3,11,1,1,3,3,1,2,0,0.00,932,0.00,0,0,0,0,0,10,1,8,1,1,8,3,1,2,3685,1.00,1.00,1.00,1.00,0.00,0,338500,,1.00,18991230,3385.00,LEE ANNE BEARD,338500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6314,6845,R,1,1,2010,2010,1.10,3,3,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,3,10,1,8,1,1,5,2,1,1,2201,1.00,1.00,1.00,0.99,0.00,0,160380,,1.00,18991230,1620.00,LEE ANNE BEARD,162000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6315,5159,A,1,1,2010,2010,1.10,3,3,0,1,10,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,1920,1.00,1.00,1.00,0.99,0.00,0,162063,,1.00,18991230,1637.00,LEE ANNE BEARD,163700,162063,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6316,5456,R,1,1,2010,2010,1.05,3,2,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,1546,1.00,1.00,1.00,0.99,0.00,0,110187,,1.00,18991230,1113.00,LEE ANNE BEARD,111300,110187,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6317,6998,A,1,1,2010,2010,1.05,3,3,0,1,3,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,5,6,5,1,1,3,2,0,1,1939,1.00,1.00,1.00,0.99,0.00,0,147411,,1.00,18991230,1489.00,LEE ANNE BEARD,148900,147411,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6323,7135,A,1,1,2010,2010,0.60,0,0,0,3,19,10,1,2,2,0,0.00,0,0.00,0,0,0,0,0,7,7,6,1,1,0,1,0,1,1760,1.00,1.00,0.85,0.99,0.00,0,54445,,1.00,1/11/2011,647.00,LEE ANNE BEARD,64700,0,0,-1,0,0,0,0,0,,,,,,,0,0,0,0
6324,5151,A,1,1,2010,2010,0.60,0,0,0,2,19,9,1,2,2,0,0.00,0,0.00,0,0,0,0,0,7,6,5,1,1,0,1,0,1,1740,1.00,1.00,1.00,0.99,0.00,0,58608,,1.00,18991230,592.00,LEE ANNE BEARD,59200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6325,6119,R,1,1,2010,2010,1.10,3,4,0,3,16,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,8,3,1,3,3104,1.00,1.00,1.00,0.99,0.00,0,192357,,1.00,18991230,1943.00,CASEY WARREN,194300,192357,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6326,1059,A,1,1,2010,2010,1.20,3,3,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,11,1,8,2,1,5,2,1,2,2596,1.00,1.00,1.00,0.99,0.00,0,187803,,1.00,18991230,1897.00,"MARC BOHN, AVTACS",189700,187803,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6327,5249,A,1,1,2010,2010,1.30,3,4,0,1,3,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,6,3,0,1,2559,1.00,1.00,1.00,0.99,0.00,0,217107,,1.00,18991230,2193.00,CASEY WARREN,219300,217107,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6328,7064,R,1,1,2010,2010,1.20,3,5,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,8,3,1,3,3489,1.00,1.00,1.00,0.99,0.00,0,207405,,1.00,18991230,2095.00,CASEY WARREN,209500,207405,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6329,7129,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,16977,,1.00,18991230,0.00,,0,17626,0,0,-1,0,0,0,0,,,,,,,0,0,0,0
6330,138,A,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,57065,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6331,5770,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,16546,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6333,1065,R,1,1,2010,2010,0.85,3,1,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,1904,1.00,1.00,1.00,0.99,0.00,0,99990,,1.00,18991230,1010.00,"CLEGG BAZEMORE, AVTACS",101000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6334,3535,R,1,1,1989,1989,0.55,3,1,0,3,1,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,1,1,8,1,1,0,1,0,1,915,1.00,1.00,1.00,0.20,0.00,0,7540,,1.00,18991230,377.00,"CLEGG BAZEMORE, AVTACS",37700,0,0,-1,0,0,0,0,0,,,,,,,0,0,0,0
6336,1622,R,1,4,2011,0,0.00,0,0,0,0,0,0,0,0,2,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,46892,,1.00,18991230,0.00,"CLEGG BAZEMORE, AVTACS",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6337,301,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,15417,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6339,7070,R,1,1,1985,1985,0.80,3,3,2,1,11,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,11,1,8,1,1,3,2,0,1,3148,1.00,1.00,1.00,0.65,0.00,0,114270,,1.00,18991230,1758.00,,175800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6340,7165,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,60573,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6341,3622,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,15892,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6342,5101,E,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,22219,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6344,421,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,18767,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6346,5022,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,10680,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6347,7056,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,18162,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6348,3007,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,13614,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6349,2134,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,44428,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6350,6041,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,61814,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6351,2131,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,10593,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6352,976,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,18607,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6353,3724,R,1,1,2011,2011,1.10,3,4,0,3,10,3,2,2,2,0,0.00,660,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,1,2092,1.00,0.80,1.00,0.99,0.00,0,119117,,1.00,18991230,1504.00,"MARC BOHN, AVTACS",150400,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6354,3245,R,1,1,1950,1980,0.60,3,2,0,3,10,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,1,1,8,1,1,0,1,0,1,1295,1.00,1.00,1.00,0.54,0.00,0,25812,,1.00,18991230,478.00,"MARC BOHN, AVTACS",47800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6355,7107,R,1,1,2011,2011,1.00,3,3,0,1,10,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,1592,1.00,1.00,1.00,0.99,0.00,0,115731,,1.00,18991230,1169.00,,116900,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6356,6053,R,1,1,2011,2011,1.25,3,3,0,3,10,3,3,2,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,1604,1.00,1.00,1.00,0.99,0.00,0,140580,,1.00,18991230,1420.00,"DEBBIE GRIGGERS, AVTACS",142000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6357,7110,R,1,1,2011,2011,1.25,3,4,0,1,1,3,3,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,8,3,1,0,3397,1.00,1.00,1.00,0.99,0.00,0,259875,,1.00,18991230,2625.00,,262500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6358,7111,R,1,1,2011,2011,1.30,3,3,0,1,1,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,11,1,8,1,1,3,2,0,1,2533,1.00,1.00,1.00,0.99,0.00,0,215424,,1.00,18991230,2176.00,,217600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6359,5932,R,1,1,2011,0,1.25,3,3,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,11,1,8,1,1,3,2,0,2,2532,1.00,1.00,1.00,0.99,0.00,0,183645,,1.00,18991230,1855.00,"CLEGG BAZEMORE, AVTACS",185500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6360,7131,R,1,1,2011,2011,1.30,3,4,0,1,16,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,6,3,0,2,3381,1.00,1.00,1.00,0.99,0.00,0,303435,,1.00,18991230,3065.00,,306500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6361,7104,A,1,1,2011,2011,1.20,3,3,0,1,16,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,5,1,8,1,1,3,2,0,1,1695,1.00,1.00,1.00,0.99,0.00,0,149193,,1.00,18991230,1507.00,,150700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6362,7172,R,1,1,2011,2011,1.00,3,4,0,1,10,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,6,3,0,0,2840,1.00,0.90,1.00,0.99,0.00,0,163499,,1.00,18991230,1835.00,,183500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6363,7133,R,1,1,2011,2011,1.15,3,3,0,3,10,3,2,2,2,0,0.00,0,0.00,0,0,0,0,0,3,1,8,1,1,3,2,0,0,2600,1.00,1.00,1.00,0.99,0.00,0,183249,,1.00,18991230,1851.00,,185100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6364,6357,R,1,1,2011,2011,1.00,3,4,0,3,1,3,3,2,2,0,0.00,0,0.00,0,0,0,0,0,11,1,8,1,1,5,2,1,0,2212,1.00,1.00,1.00,0.99,0.00,0,140580,,1.00,18991230,1420.00,"MARC BOHN, AVTACS",142000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6365,6950,A,1,1,2011,2011,0.60,3,1,0,1,2,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,9,6,5,7,1,0,1,0,1,676,0.90,1.00,1.00,0.99,0.00,0,24324,,1.00,18991230,273.00,,27300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6367,7179,R,1,1,1965,1965,1.00,2,0,0,1,1,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,7,1,3,2,0,1,1286,1.00,1.00,1.00,0.26,0.00,0,22464,,1.00,18991230,864.00,,86400,0,0,-1,0,0,0,0,0,,,,,,,0,0,0,0
6368,3040,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,30559,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6369,5397,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,22604,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6370,5397,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,20817,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6371,419,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,8870,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6372,398,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,15875,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6373,5865,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,18131,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6374,1188,A,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,45440,,1.00,18991230,0.00,,0,0,0,0,0,-1,0,0,0,,,,,,,0,0,0,0
6375,3722,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,7259,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6389,5866,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,21060,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6390,2203,A,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,5080,,1.00,18991230,0.00,LISA HODGES,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6411,977,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,18050,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6449,5144,A,1,1,2007,2007,0.80,3,0,0,1,11,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,1,1,8,7,1,0,1,0,0,576,1.00,1.00,0.60,0.96,0.00,0,27014,,1.00,18991230,469.00,"CLEGG BAZEMORE, AVTACS",46900,0,0,-1,0,0,0,0,0,,,,,,,0,17465,0,0
6451,3863,R,1,1,1943,1974,0.80,3,3,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,0,1,0,1,1728,0.90,1.00,1.00,0.43,0.00,0,31966,,1.00,18991230,826.00,"MARC BOHN, AVTACS",82600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6452,4134,R,1,1,2012,2012,1.15,3,3,0,1,10,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,1,2134,1.00,1.00,1.00,0.99,0.00,0,163350,,1.00,18991230,1650.00,"CLEGG BAZEMORE, AVTACS",165000,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6465,7159,R,1,1,2012,2012,1.20,3,5,0,1,2,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,9,4,0,0,3552,1.00,1.00,1.00,0.99,0.00,0,264429,,1.00,18991230,2671.00,,267100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6468,6043,R,1,1,2012,2012,1.10,3,0,0,1,16,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,0,2102,1.00,1.00,1.00,0.99,0.00,0,148302,,1.00,18991230,1498.00,"MARC BOHN, AVTACS",149800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6470,7234,R,1,1,2012,2012,1.20,3,3,0,1,10,3,2,1,2,0,0.00,379,1.00,0,0,0,0,3,11,1,8,1,1,6,3,0,0,2590,1.00,1.00,1.00,0.99,0.00,0,198099,,1.00,18991230,2001.00,,200100,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6475,7150,A,1,1,2012,2012,0.80,3,0,0,1,10,10,2,1,2,0,0.00,0,0.00,0,0,0,0,0,6,1,8,7,1,0,1,0,0,800,1.00,1.00,1.00,0.99,0.00,0,41184,,1.00,18991230,416.00,,41600,0,0,-1,0,0,0,0,0,,,,,,,0,0,0,0
6477,525,R,1,1,2012,2012,0.60,3,1,0,1,10,1,2,1,2,0,0.00,0,0.00,0,0,0,0,0,6,1,8,1,1,0,1,0,0,672,0.90,1.00,1.00,0.99,0.00,0,24503,,1.00,18991230,275.00,"MARC BOHN, AVTACS",27500,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6479,7212,R,1,1,2012,2012,1.00,3,3,0,3,10,1,3,2,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,0,1980,1.00,1.00,1.00,0.99,0.00,0,118404,,1.00,18991230,1196.00,,119600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6480,5458,R,1,1,2012,2012,0.90,3,2,0,3,10,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,1,3,2,0,0,926,1.00,1.00,1.00,0.99,0.00,0,62073,,1.00,18991230,627.00,"MARC BOHN, AVTACS",62700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6483,7183,A,1,1,2012,2012,1.20,3,4,0,1,1,3,2,1,2,0,0.00,0,0.00,0,0,0,0,0,10,1,8,1,1,3,2,0,0,2343,1.00,1.00,1.00,0.99,0.00,0,199881,,1.00,18991230,2019.00,,201900,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6486,5262,R,1,1,2012,2012,1.20,3,4,0,1,10,3,2,1,2,0,0.00,280,1.00,0,0,0,0,3,10,1,8,1,1,3,2,0,1,2486,1.00,1.00,1.00,0.99,0.00,0,190872,,1.00,18991230,1928.00,"CLEGG BAZEMORE, AVTACS",192800,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
6488,116,R,1,4,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,1.00,0.00,0.00,0,5271,,1.00,18991230,0.00,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0
6489,4758,R,1,1,1968,1985,1.00,3,3,0,3,1,1,2,2,2,0,0.00,0,0.00,0,0,0,0,0,2,1,8,1,0,0,0,0,0,1531,1.00,1.00,1.00,0.71,0.00,0,72207,,1.00,18991230,1017.00,"CLEGG BAZEMORE, AVTACS",101700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
9,7237,A,1,1,1966,1978,1.20,3,0,13,1,1,1,3,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,5,2,1,1,3218,1.00,1.00,1.00,0.58,0.00,0,133052,,1.00,18991230,2294.00,"DEBBIE GRIGGERS, AVTACS",229400,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
19,234,A,1,1,1860,1965,1.05,3,0,6,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,3,3,4,6,5,1,1,2,1,1,0,1632,0.90,1.00,1.00,0.35,0.00,0,41013,,1.00,18991230,1302.00,LISA HODGES,130200,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
31,508,R,1,1,1949,1978,1.00,3,0,7,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1676,0.90,1.00,1.00,0.58,0.00,0,59717,,1.00,18991230,1144.00,"CLEGG BAZEMORE, AVTACS",114400,59717,0,-1,-1,0,0,0,0,,,,,,,0,43259,0,0
69,1041,A,1,1,1954,1973,0.85,3,0,6,1,7,10,2,1,1,0,0.00,0,0.00,1,1,3,1,3,1,1,8,1,1,0,1,0,1,1350,1.00,1.00,1.00,0.49,0.00,0,42434,,1.00,18991230,866.00,"MARC BOHN, AVTACS",86600,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
81,1257,A,1,1,1955,1975,0.80,3,3,7,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,0,1,0,1,1104,1.00,1.00,1.00,0.45,0.00,0,25560,,1.00,18991230,568.00,"MARC BOHN, AVTACS",56800,25560,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
82,7205,A,1,1,1975,1986,1.25,3,0,7,1,1,3,4,1,2,0,0.00,1196,1.00,2,2,3,1,3,2,1,8,1,1,3,2,0,2,2916,1.00,1.00,1.00,0.73,0.00,0,162717,,1.00,18991230,2229.00,"MARC BOHN, AVTACS",222900,0,0,-1,-1,0,0,0,0,,,,,,,0,133688,0,0
85,1288,A,1,1,1957,1977,0.90,3,3,6,1,10,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,0,1860,1.00,1.00,1.00,0.56,0.00,0,63056,,1.00,18991230,1126.00,"CLEGG BAZEMORE, AVTACS",112600,63056,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
107,1625,A,1,1,1890,1940,1.05,1,0,7,2,10,6,2,1,1,0,0.00,0,0.00,1,1,3,1,3,4,6,5,7,1,0,1,0,1,1978,0.50,1.00,1.00,0.10,0.00,0,6180,,1.00,18991230,1236.00,"CLEGG BAZEMORE, AVTACS",123600,6180,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
126,1905,R,1,1,1920,1980,1.05,3,3,9,1,2,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,2378,1.00,1.00,1.00,0.62,0.00,0,96534,,1.00,18991230,1557.00,"MARC BOHN, AVTACS",155700,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
152,7175,A,1,1,1950,1970,0.85,3,0,0,2,8,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,6,5,7,1,0,1,0,0,942,0.90,1.00,1.00,0.43,0.00,0,18886,,1.00,18991230,488.00,CHRIS KIGHT - AVTACS,48800,18886,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
193,3402,A,1,1,1900,1958,2.00,3,5,10,1,2,1,2,1,2,0,0.00,0,0.00,1,1,3,1,3,3,1,8,1,1,11,4,1,3,6195,1.00,1.00,1.00,0.46,0.00,0,329958,,1.00,18991230,7173.00,"MARC BOHN, AVTACS",717300,0,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
286,187,R,1,1,1972,1982,1.00,3,3,6,1,1,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,2,1,8,1,1,3,2,0,1,1804,1.00,1.00,1.00,0.66,0.00,0,95436,,1.00,18991230,1446.00,"CLEGG BAZEMORE, AVTACS",144600,95436,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
294,195,A,1,1,1959,1976,0.95,3,0,5,1,11,1,2,1,1,0,0.00,0,0.00,1,1,3,1,3,10,1,2,1,1,3,2,0,1,1408,1.00,1.00,1.00,0.55,0.00,0,51865,,1.00,18991230,943.00,"CLEGG BAZEMORE, AVTACS",94300,51865,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
330,255,R,1,1,1960,1973,0.85,3,3,5,1,2,1,2,1,0,0,0.00,0,0.00,0,0,3,0,3,2,1,8,1,1,0,1,0,0,960,1.00,1.00,1.00,0.49,0.00,0,27685,,1.00,18991230,565.00,LISA HODGES,56500,27685,0,-1,-1,0,0,0,0,,,,,,,0,0,0,0
